OBJECTID,SITE_NO,geo_point_2d
47881,4701,"-37.93706484967002, 145.13750289309638"
47889,4409,"-37.79746783696113, 144.97049393693794"
47895,4417,"-37.794769836943935, 144.97097793734167"
47899,4423,"-37.781805837228944, 144.97013693937373"
47902,4430,"-37.878949844374546, 145.0685539114913"
47908,119,"-37.817525851820456, 145.185418898202"
47919,3550,"-37.89831083875955, 144.9943169216689"
47925,3556,"-37.90368884197714, 145.0381219134197"
47933,3853,"-37.839664841765924, 145.03227792161215"
47946,4086,"-37.891680844487496, 145.07729790837203"
47951,118,"-37.775332861576416, 145.3303858774333"
47956,2841,"-37.830577840067924, 145.01045492685915"
47979,4147,"-37.80542183873171, 144.99671493123034"
47987,4171,"-37.701326843572005, 145.07220992946907"
47995,4259,"-37.79740483049637, 144.87738995279733"
47997,4261,"-37.82041584264514, 145.05065392117882"
47999,4263,"-37.821549840679246, 145.02638992535282"
48004,4269,"-37.82842884175615, 145.03159692261676"
48005,4776,"-37.760824826376776, 144.81615396745227"
48019,935,"-37.9802308495944, 145.14289188659657"
48056,4738,"-37.85621383891206, 144.99254192727273"
48059,4741,"-37.83870583835286, 144.989540929255"
48071,4691,"-37.89901984614494, 145.0923409052486"
48077,2971,"-37.76085783949945, 145.01290893378052"
48082,4351,"-37.85464584277967, 145.05226491647986"
48099,4228,"-37.80146583827847, 144.98384293441353"
48105,3024,"-37.897771839143765, 144.98954292338132"
48114,2940,"-37.76873784209449, 145.04501892750602"
48127,2163,"-37.71073683613831, 144.96170494788672"
48132,1097,"-37.842164831008304, 144.88018994817244"
48145,2011,"-37.82660384591667, 145.10318491143235"
48154,6155,"-36.12297696501128, 146.8881208039668"
48162,454,"-37.90421585132427, 145.16765589101806"
48164,3945,"-37.6479868442455, 145.09118893243846"
48179,995,"-38.03569386517068, 145.354294844396"
48184,1154,"-37.575314831781675, 144.92089596985892"
48186,3725,"-37.90046784931062, 145.1361758975947"
48187,2951,"-37.81820283575653, 144.94937693843374"
48188,3172,"-38.07766885704941, 145.2394678589384"
48189,6283,"-36.765338783683575, 144.27745416383635"
48192,4272,"-37.83030884273982, 145.0477009200958"
48196,4209,"-37.77852683314255, 144.91509494867447"
48197,4210,"-37.7780968380151, 144.98832193574768"
48203,3142,"-37.98326984917065, 145.13198188898753"
48241,6322,"-36.31350683320772, 145.04871508229164"
48242,6323,"-36.313509832531714, 145.04641208226994"
48248,6406,"-36.614393718687346, 143.25643834927456"
48260,4607,"-37.81397383626821, 144.96024293709542"
48263,4610,"-37.92009184342864, 145.05095490921437"
48275,4623,"-37.925822843323466, 145.05813890779297"
48281,4629,"-37.95406384464174, 145.0684399025675"
48296,4970,"-37.82957083108588, 144.88428794827203"
48308,4391,"-37.80041383654531, 144.9639819376063"
48321,4345,"-37.87632784286772, 145.0511859141144"
48327,3020,"-37.88527583814869, 144.98100992540833"
48336,3268,"-37.77169583991961, 145.0193529319556"
48353,3315,"-37.74745984395159, 145.0712809254161"
48382,558,"-37.98626985897309, 145.27706986297477"
48385,1072,"-37.82060283531716, 144.94865893830593"
48388,104,"-37.65404387384567, 145.51685185885455"
48391,2523,"-37.825251828486834, 144.84606395620315"
48392,6410,"-37.135208638563945, 141.83441754324522"
48401,2184,"-37.58411483402782, 144.9408199648947"
48403,3479,"-37.83117582686173, 144.82260695945334"
48406,2853,"-37.78721383140263, 144.8902749521032"
48409,1136,"-38.00151085771236, 145.2519438660106"
48420,1141,"-37.82100983530216, 144.94742793901185"
48430,4877,"-37.83480683499564, 144.9409769377974"
48439,5052,"-38.14727779784987, 144.36074800629197"
48440,5363,"-38.229450797029166, 144.3359660016948"
48449,3114,"-37.7784728373391, 144.9725439383322"
48466,3384,"-37.80714783851037, 144.99177893245601"
48485,868,"-37.892683860955806, 145.3158878661778"
48498,551,"-37.80814385652511, 145.2518028867192"
48501,5056,"-38.15547379818707, 144.35696900626513"
48524,4765,"-37.85365783981122, 145.00671692513495"
48526,4826,"-37.81588183935227, 144.99966892978964"
48528,3209,"-37.950231848071255, 145.1148538955491"
48536,568,"-37.99524885673571, 145.24065386897436"
48538,2294,"-37.84014583644588, 144.961653933981"
48547,1110,"-37.95892385284724, 145.18546588194621"
48564,2347,"-37.917990842522165, 145.03501991224374"
48574,2412,"-37.86042084025767, 145.01051592291046"
48582,4177,"-37.710860843641015, 145.08269092748915"
48596,2935,"-37.81120083628562, 144.96592993597872"
48599,103,"-37.90989386387398, 145.35334885801996"
48616,3046,"-37.90012684569137, 145.08990390568226"
48624,1763,"-37.59998684425344, 145.10000593643917"
48630,2319,"-37.91462584072447, 145.01684291626495"
48633,1197,"-37.85780083198513, 144.8889769453036"
48634,1204,"-37.87671383878075, 144.99648392425266"
48647,3448,"-37.79674683813481, 144.98465593466065"
48649,1421,"-37.97245785132999, 145.16015188478534"
48657,5298,"-37.879161823396586, 144.7574809652122"
48666,6401,"-37.03601560893239, 141.29672664417595"
48674,1257,"-37.770764843107486, 145.06381392416185"
48677,1188,"-37.82147183495834, 144.94444893892216"
48688,1220,"-37.765224843391, 145.0672609244076"
48694,348,"-37.85936284675975, 145.11331690522223"
48705,996,"-37.91995585545766, 145.2345698779926"
48707,1019,"-37.99081385392004, 145.2042558756703"
49284,40282,"-37.97013485655953, 145.23650587241312"
49290,40288,"-37.97850285703581, 145.24122187030326"
49294,40292,"-37.9839268573866, 145.24730386842492"
49323,6610,"-38.13328390066124, 145.85377074623813"
49337,1056,"-38.11002385833562, 145.2581158526305"
49345,2580,"-37.727973824532, 144.79375997551062"
49348,2899,"-37.78714084540538, 145.10111791561442"
49349,3768,"-37.593852843489024, 145.09064793798598"
49387,5354,"-38.3560508360625, 144.90920088709169"
49398,1525,"-38.01559086148341, 145.30302685508852"
49429,1734,"-37.899558813365005, 144.6103429886792"
49440,6121,"-36.35930592375256, 146.3155298698838"
49441,4446,"-37.80981683722261, 144.97833793411627"
49446,5006,"-38.07535779838742, 144.36878501262592"
49478,3317,"-37.75572084321781, 145.06214092635415"
49683,40179,"-37.88446184630317, 145.0954389053873"
49687,1707,"-37.8183338390119, 144.99697193078578"
49696,1580,"-37.98065386234842, 145.31600885731987"
49740,2969,"-37.68794182387239, 144.78552198127815"
49847,1550,"-37.94753784194951, 145.03181790971095"
49876,1126,"-37.96971485588196, 145.23629087248716"
49879,984,"-37.733094848315595, 145.13745591533953"
49882,6324,"-36.140491811606594, 144.7466601491716"
45064,827,"-37.8884548579193, 145.2629278765676"
45087,2518,"-37.80061083030933, 144.8716749536983"
45130,5048,"-38.14512979826003, 144.36456100552618"
45139,2659,"-37.72802382438003, 144.79739097451517"
45161,2059,"-37.76315282416796, 144.78976097215576"
45162,3242,"-37.656256843734454, 145.08012793409884"
45185,508,"-38.05987986421721, 145.3381858444723"
45187,5118,"-38.14952379829422, 144.3605670065217"
45191,2014,"-37.87496685587522, 145.24481788147978"
45200,2673,"-37.7904138268296, 144.8172019648867"
45204,4558,"-37.82432883844, 144.9867149312503"
45240,3525,"-37.858724832441254, 144.89636794300307"
45252,3145,"-37.97195484761122, 145.1069718939817"
45262,6069,"-36.39901985828399, 145.40958101380244"
45271,491,"-37.918888850456774, 145.16041989076865"
45272,394,"-38.062987872180855, 145.46013582293165"
45279,4521,"-37.81011983598637, 144.9499929397831"
45281,4523,"-37.807451836292934, 144.9628439370681"
45287,4536,"-37.83242883731274, 144.97192893314644"
45404,5078,"-38.14796479807462, 144.36326300542748"
45411,2680,"-37.72956082083558, 144.74161498381153"
45423,2642,"-37.779095826905014, 144.8283809634945"
45433,1039,"-37.80471483656213, 144.96473993698876"
45496,4788,"-37.73901483760587, 144.98992493958426"
45523,3797,"-37.77913983722877, 144.9705549389281"
45600,3918,"-37.79672884737958, 145.11835991204487"
45628,4894,"-37.82894283631834, 144.9615179357579"
45636,4838,"-37.87532783829215, 144.97688292708784"
45642,3249,"-37.58072881880609, 144.7249000030026"
47928,3925,"-37.83795884669866, 145.1105959083976"
47935,3855,"-37.86829184320912, 145.05984991347069"
47962,2873,"-37.70726883100952, 144.88607996198795"
47967,3220,"-37.75227683859762, 145.00165793646073"
47976,4373,"-37.812762835215885, 144.94330094026446"
47994,4258,"-37.818120831243625, 144.88245794987998"
48018,3256,"-37.870597827831055, 144.8310359535884"
48028,2428,"-37.90080784700236, 145.10547390260234"
48042,2336,"-37.92286384171483, 145.0244699144987"
48080,4349,"-37.86604984292221, 145.05807791489113"
48085,4355,"-37.851612841139136, 145.03005692098108"
48133,1099,"-37.83866083102688, 144.88263594775844"
48137,2003,"-37.849873846761696, 145.1065349082539"
48140,2006,"-37.85069484737008, 145.11993790501788"
48153,6152,"-36.11065296519037, 146.8936618053125"
48158,1557,"-38.24998685417929, 145.18300584995077"
48206,4374,"-37.8088948343565, 144.9304939424331"
48222,4644,"-37.98362484600759, 145.08478289642076"
48294,4968,"-37.85688583218305, 144.89769394291883"
48363,2965,"-37.683065810153174, 144.58454201619742"
48368,2835,"-37.81806883547263, 144.95370093769836"
48395,2191,"-37.71484083565278, 144.96199294812303"
48404,2815,"-37.64823683711352, 144.98973694989476"
48561,2344,"-37.93801384820537, 145.11723489674276"
48579,4174,"-37.70132584579733, 145.10225892456995"
48589,3008,"-37.79166484185456, 145.04823492425982"
48602,807,"-37.87653985884521, 145.2848078739889"
48607,564,"-37.991008854478004, 145.2064528749455"
48611,3747,"-37.72007484074011, 145.03649793433385"
48631,2328,"-37.9656518436003, 145.05780090343885"
48638,1755,"-37.98195985113249, 145.16510788258648"
48675,5181,"-38.45420185946434, 145.2389798172406"
48678,1194,"-37.87409486781605, 145.40658285351614"
48702,2586,"-37.715574823647664, 144.7804799789292"
48720,6198,"-36.758327784535076, 144.2874261630744"
48732,875,"-37.841905857563745, 145.26562988113565"
48740,1134,"-38.0373048575084, 145.2464698623835"
48743,2565,"-37.75938482182384, 144.74838397956847"
48767,40099,"-37.68624083821245, 145.0029829440033"
48772,3438,"-37.82206583218744, 144.8983809471473"
48822,1152,"-37.79904882900285, 144.857823956663"
48840,5121,"-38.17414081217208, 144.56943796629292"
48847,1112,"-38.00145685376133, 145.19221387649162"
48868,3173,"-38.092975860673796, 145.29377884807985"
48904,1336,"-37.9921448505545, 145.15605788369996"
48907,5137,"-38.110387796161525, 144.33996501368705"
48933,40071,"-37.685695839553595, 145.01366394236797"
48938,40077,"-37.687638840511354, 145.034096937913"
49025,533,"-38.03128686126674, 145.30602085261825"
49029,3640,"-37.66015283311328, 144.92528995992458"
49034,5157,"-37.68486180048596, 144.43378104205692"
49053,3374,"-37.80398783888881, 144.99229893274656"
49070,5190,"-38.20917480828013, 144.5098169739657"
49071,2016,"-37.82306085196651, 145.18551889749995"
49120,1374,"-37.874932818016134, 144.68333297905116"
49134,1529,"-37.751910848329345, 145.13510791319223"
49141,2195,"-37.63942783230352, 144.91948696282768"
49143,3574,"-37.802470859171144, 145.28929788187068"
49205,5367,"-38.13678990173826, 145.85843874461654"
49206,40200,"-37.881688845842376, 145.08825490713133"
49270,40270,"-37.95472685509275, 145.21835687656787"
49336,6292,"-36.73956978559467, 144.29861616285368"
49356,1080,"-37.86422584503226, 145.0864619097826"
49358,2046,"-37.78748684709953, 145.11353991372198"
49376,3545,"-37.90486683999105, 145.0016899197893"
49377,1566,"-38.08820486321568, 145.3236578440863"
49444,4863,"-37.954120841507496, 145.0236409108385"
49447,5040,"-38.15063979782623, 144.35635800636166"
49454,1130,"-38.02574286193189, 145.31800685154926"
49455,1115,"-37.935057852684565, 145.19265088343016"
49466,40144,"-37.76688682608976, 144.81470596787906"
49474,571,"-37.76005285025361, 145.16718190694945"
49505,1574,"-37.72176684809605, 145.1457159145927"
49508,1585,"-37.59853283330923, 144.93789896384305"
49513,2540,"-37.82818382709846, 144.81808096031398"
49517,1202,"-37.74531482599493, 144.80904997026872"
49520,1295,"-38.1445678494727, 145.12151187287535"
49524,1395,"-38.10324686378647, 145.32530584199975"
49556,1642,"-37.825317828055475, 144.83601795711783"
49560,1646,"-37.8260358269054, 144.82273795938696"
49566,2548,"-37.71009482059404, 144.74075598648432"
49574,1589,"-37.90800283950487, 144.99603692057144"
49576,1423,"-37.99330386190758, 145.31350585568546"
49580,2218,"-37.82050085128561, 145.17680289900306"
49597,1278,"-37.686157838585785, 145.00728894292462"
49603,5185,"-38.11156099122901, 147.0613055382768"
49629,1309,"-37.90759884243104, 145.0435509129616"
49639,1314,"-38.06027286114814, 145.30013685122242"
49653,5345,"-37.84244481690433, 144.67064998484605"
49657,2037,"-37.675986832822645, 144.91900595950466"
49661,1391,"-37.812692855194356, 145.2307628902609"
49678,40174,"-37.87829284522518, 145.08256890865152"
49685,40181,"-37.885572846385145, 145.1009949051638"
49686,40182,"-37.885572846385145, 145.1009949051638"
49689,3671,"-37.77650583824708, 144.98974593595827"
49693,1577,"-37.850295860725716, 145.3078008731614"
49749,5153,"-38.18088080851792, 144.51395497612592"
49767,264,"-37.895169849407445, 145.14404189615345"
49806,5356,"-38.22579279705779, 144.3366610021773"
49837,5393,"-38.14359879798024, 144.3613150065928"
49840,1438,"-37.707597836675, 144.97053694712284"
49841,5368,"-38.17438780446211, 144.45806098659526"
49842,1411,"-38.05976886583045, 145.36702583884713"
49851,5366,"-38.34119174949604, 143.58448312418764"
49856,1747,"-37.71388682192621, 144.75540598348653"
49862,3089,"-37.73784383430279, 144.93460195024247"
49863,2571,"-37.72977782115438, 144.74506598390485"
45043,2015,"-37.86923685620352, 145.24197988259323"
45069,396,"-38.00797086207604, 145.31042985481798"
45071,301,"-37.78355685768591, 145.27406088657267"
45109,478,"-37.877954848285455, 145.1286309010442"
45115,5670,"-37.709386099325066, 148.45375835077644"
45138,2661,"-37.694277808756006, 144.56634401881593"
45142,5835,"-37.59926776098613, 143.8410791538583"
45144,3211,"-37.92879184881496, 145.13636689365026"
45148,2648,"-37.78640482724943, 144.83172096269013"
45165,2893,"-37.82890382903732, 144.8486419549353"
45192,107,"-37.79339685691435, 145.2602768868505"
45201,6235,"-36.72586378261535, 144.25869817118638"
45208,3047,"-37.75220582970281, 144.87407095885686"
45215,6451,"-34.23140363884916, 142.1658927337005"
45232,886,"-37.789975856966905, 145.26623988612903"
45259,3394,"-37.82885183811946, 144.98813993095024"
45288,4537,"-37.84662083857229, 144.99235792778995"
45295,4468,"-37.79758583573621, 144.95246194043565"
45306,4490,"-37.795419835200015, 144.9388769425669"
45315,5193,"-38.18916680529529, 144.46429598364747"
45380,597,"-38.06821287477428, 145.4969778150315"
45382,799,"-37.882291855522645, 145.23293488174193"
45385,2658,"-37.756318821299416, 144.73965298207904"
45391,3082,"-37.73813583609759, 144.9687869443439"
45421,2641,"-37.77721082689702, 144.8306529635752"
45430,5026,"-38.202275795026225, 144.30630301061063"
45547,6662,"-38.30792894345117, 146.420729625576"
45553,6279,"-36.773233785603715, 144.30522215803433"
45558,6093,"-36.382270858283235, 145.4080850159569"
45569,5903,"-37.53904775981294, 143.82226616351167"
45576,5950,"-37.563815761634764, 143.854410155329"
45581,5247,"-37.86728082359332, 144.76169696551563"
45603,754,"-38.01585985575928, 145.22585386848394"
45610,4793,"-37.73955583996978, 145.01838793460809"
45615,3622,"-37.7946698411493, 145.0311649274488"
45626,4892,"-37.8307738362771, 144.95955393525566"
45627,4893,"-37.8300518361182, 144.96203093499818"
45631,4898,"-37.83512883578025, 144.953163935609"
45638,4840,"-37.86337183835678, 144.98090192791804"
45775,4601,"-37.81637183581248, 144.95573293723098"
45779,4540,"-37.841329837320444, 144.9774119306572"
45793,4565,"-37.81928783602757, 144.96109393589035"
45804,4506,"-37.8058658356039, 144.95599393861605"
45826,2164,"-37.59883783368004, 144.9402149640373"
45837,5139,"-38.13808179696121, 144.34881300897825"
45846,5230,"-38.32224279684489, 144.31850699521627"
45874,505,"-38.110886859107325, 145.2650478517822"
45880,5265,"-37.88659681758301, 144.6813769781845"
45912,5220,"-38.129541795854216, 144.32971701319678"
45919,4726,"-37.823587836367686, 144.9562399366242"
45932,5269,"-37.876489816835566, 144.6727549805072"
45947,328,"-37.819357849723595, 145.15384890303739"
